name,race,current_race_horse,next_race_horse,timestamp,timestamp_second,odd
DBL,2,1,1,"2021/05/18, 15:05:02",1621321502.098911,40.0
DBL,2,1,2,"2021/05/18, 15:05:02",1621321502.098911,61.0
DBL,2,1,3,"2021/05/18, 15:05:02",1621321502.098911,81.0
DBL,2,1,4,"2021/05/18, 15:05:02",1621321502.098911,432.0
DBL,2,1,5,"2021/05/18, 15:05:02",1621321502.098911,216.0
DBL,2,1,6,"2021/05/18, 15:05:02",1621321502.098911,118.0
DBL,2,1,7,"2021/05/18, 15:05:02",1621321502.098911,76.0
DBL,2,1,8,"2021/05/18, 15:05:02",1621321502.098911,216.0
DBL,2,1,9,"2021/05/18, 15:05:02",1621321502.098911,64.0
DBL,2,1,10,"2021/05/18, 15:05:02",1621321502.098911,324.0
DBL,2,1,11,"2021/05/18, 15:05:02",1621321502.098911,34.0
DBL,2,1,12,"2021/05/18, 15:05:02",1621321502.098911,324.0
DBL,2,2,1,"2021/05/18, 15:05:02",1621321502.098911,27.0
DBL,2,2,2,"2021/05/18, 15:05:02",1621321502.098911,61.0
DBL,2,2,3,"2021/05/18, 15:05:02",1621321502.098911,76.0
DBL,2,2,4,"2021/05/18, 15:05:02",1621321502.098911,999.0
DBL,2,2,5,"2021/05/18, 15:05:02",1621321502.098911,92.0
DBL,2,2,6,"2021/05/18, 15:05:02",1621321502.098911,118.0
DBL,2,2,7,"2021/05/18, 15:05:02",1621321502.098911,39.0
DBL,2,2,8,"2021/05/18, 15:05:02",1621321502.098911,649.0
DBL,2,2,9,"2021/05/18, 15:05:02",1621321502.098911,36.0
DBL,2,2,10,"2021/05/18, 15:05:02",1621321502.098911,259.0
DBL,2,2,11,"2021/05/18, 15:05:02",1621321502.098911,68.0
DBL,2,2,12,"2021/05/18, 15:05:02",1621321502.098911,999.0
DBL,2,3,1,"2021/05/18, 15:05:02",1621321502.098911,86.0
DBL,2,3,2,"2021/05/18, 15:05:02",1621321502.098911,118.0
DBL,2,3,3,"2021/05/18, 15:05:02",1621321502.098911,86.0
DBL,2,3,4,"2021/05/18, 15:05:02",1621321502.098911,649.0
DBL,2,3,5,"2021/05/18, 15:05:02",1621321502.098911,185.0
DBL,2,3,6,"2021/05/18, 15:05:02",1621321502.098911,144.0
DBL,2,3,7,"2021/05/18, 15:05:02",1621321502.098911,162.0
DBL,2,3,8,"2021/05/18, 15:05:02",1621321502.098911,324.0
DBL,2,3,9,"2021/05/18, 15:05:02",1621321502.098911,81.0
DBL,2,3,10,"2021/05/18, 15:05:02",1621321502.098911,99.0
DBL,2,3,11,"2021/05/18, 15:05:02",1621321502.098911,92.0
DBL,2,3,12,"2021/05/18, 15:05:02",1621321502.098911,76.0
DBL,2,4,1,"2021/05/18, 15:05:02",1621321502.098911,28.0
DBL,2,4,2,"2021/05/18, 15:05:02",1621321502.098911,61.0
DBL,2,4,3,"2021/05/18, 15:05:02",1621321502.098911,16.0
DBL,2,4,4,"2021/05/18, 15:05:02",1621321502.098911,86.0
