name,race,current_race_horse,next_race_horse,timestamp,timestamp_second,odd
DBL,5,1,1,"2021/05/18, 15:05:02",1621321502.098911,55.0
DBL,5,1,2,"2021/05/18, 15:05:02",1621321502.098911,305.0
DBL,5,1,3,"2021/05/18, 15:05:02",1621321502.098911,229.0
DBL,5,1,4,"2021/05/18, 15:05:02",1621321502.098911,79.0
DBL,5,1,5,"2021/05/18, 15:05:02",1621321502.098911,131.0
DBL,5,1,6,"2021/05/18, 15:05:02",1621321502.098911,54.0
DBL,5,1,7,"2021/05/18, 15:05:02",1621321502.098911,45.0
DBL,5,1,8,"2021/05/18, 15:05:02",1621321502.098911,458.0
DBL,5,1,9,"2021/05/18, 15:05:02",1621321502.098911,107.0
DBL,5,1,10,"2021/05/18, 15:05:02",1621321502.098911,101.0
DBL,5,1,11,"2021/05/18, 15:05:02",1621321502.098911,229.0
DBL,5,1,12,"2021/05/18, 15:05:02",1621321502.098911,458.0
DBL,5,2,1,"2021/05/18, 15:05:02",1621321502.098911,141.0
DBL,5,2,2,"2021/05/18, 15:05:02",1621321502.098911,458.0
DBL,5,2,3,"2021/05/18, 15:05:02",1621321502.098911,152.0
DBL,5,2,4,"2021/05/18, 15:05:02",1621321502.098911,262.0
DBL,5,2,5,"2021/05/18, 15:05:02",1621321502.098911,101.0
DBL,5,2,6,"2021/05/18, 15:05:02",1621321502.098911,141.0
DBL,5,2,7,"2021/05/18, 15:05:02",1621321502.098911,114.0
DBL,5,2,8,"2021/05/18, 15:05:02",1621321502.098911,917.0
DBL,5,2,9,"2021/05/18, 15:05:02",1621321502.098911,203.0
DBL,5,2,10,"2021/05/18, 15:05:02",1621321502.098911,183.0
DBL,5,2,11,"2021/05/18, 15:05:02",1621321502.098911,367.0
DBL,5,2,12,"2021/05/18, 15:05:02",1621321502.098911,917.0
DBL,5,3,1,"2021/05/18, 15:05:02",1621321502.098911,67.0
DBL,5,3,2,"2021/05/18, 15:05:02",1621321502.098911,367.0
DBL,5,3,3,"2021/05/18, 15:05:02",1621321502.098911,83.0
DBL,5,3,4,"2021/05/18, 15:05:02",1621321502.098911,91.0
DBL,5,3,5,"2021/05/18, 15:05:02",1621321502.098911,45.0
DBL,5,3,6,"2021/05/18, 15:05:02",1621321502.098911,43.0
DBL,5,3,7,"2021/05/18, 15:05:02",1621321502.098911,25.0
DBL,5,3,8,"2021/05/18, 15:05:02",1621321502.098911,611.0
DBL,5,3,9,"2021/05/18, 15:05:02",1621321502.098911,203.0
DBL,5,3,10,"2021/05/18, 15:05:02",1621321502.098911,131.0
DBL,5,3,11,"2021/05/18, 15:05:02",1621321502.098911,367.0
DBL,5,3,12,"2021/05/18, 15:05:02",1621321502.098911,458.0
DBL,5,4,1,"2021/05/18, 15:05:02",1621321502.098911,101.0
DBL,5,4,2,"2021/05/18, 15:05:02",1621321502.098911,203.0
DBL,5,4,3,"2021/05/18, 15:05:02",1621321502.098911,367.0
DBL,5,4,4,"2021/05/18, 15:05:02",1621321502.098911,101.0
DBL,5,4,5,"2021/05/18, 15:05:02",1621321502.098911,122.0
DBL,5,4,6,"2021/05/18, 15:05:02",1621321502.098911,229.0
DBL,5,4,7,"2021/05/18, 15:05:02",1621321502.098911,96.0
DBL,5,4,8,"2021/05/18, 15:05:02",1621321502.098911,305.0
DBL,5,4,9,"2021/05/18, 15:05:02",1621321502.098911,611.0
DBL,5,4,10,"2021/05/18, 15:05:02",1621321502.098911,141.0
DBL,5,4,11,"2021/05/18, 15:05:02",1621321502.098911,611.0
DBL,5,4,12,"2021/05/18, 15:05:02",1621321502.098911,305.0
DBL,5,5,1,"2021/05/18, 15:05:02",1621321502.098911,43.0
DBL,5,5,2,"2021/05/18, 15:05:02",1621321502.098911,458.0
DBL,5,5,3,"2021/05/18, 15:05:02",1621321502.098911,166.0
DBL,5,5,4,"2021/05/18, 15:05:02",1621321502.098911,47.0
DBL,5,5,5,"2021/05/18, 15:05:02",1621321502.098911,18.0
DBL,5,5,6,"2021/05/18, 15:05:02",1621321502.098911,41.0
DBL,5,5,7,"2021/05/18, 15:05:02",1621321502.098911,23.0
DBL,5,5,8,"2021/05/18, 15:05:02",1621321502.098911,367.0
DBL,5,5,9,"2021/05/18, 15:05:02",1621321502.098911,305.0
DBL,5,5,10,"2021/05/18, 15:05:02",1621321502.098911,91.0
DBL,5,5,11,"2021/05/18, 15:05:02",1621321502.098911,183.0
DBL,5,5,12,"2021/05/18, 15:05:02",1621321502.098911,262.0
